tag,dataset,draw,endpoint,information_regime,removal_kind,rank,fit_removed_energy_fraction,variance_match_abs_error,cohen_kappa,balanced_accuracy,nll,n_units,prediction_sha256,delta_kappa_vs_unchanged,delta_bacc_vs_unchanged,delta_nll_vs_unchanged
H200_s1,seedv,13,fresh_head,global_oracle,variance_matched_random,185,0.8849221028824045,2.220446049250313e-16,0.0957446808510638,0.276595744680851,1.6525261577566885,235,cd91e173203465e66de364f8589c85b1250532351663917471a88e89182c3ed2,-0.02659574468085113,-0.021276595744680937,-0.2886595394336522
H200_s1,seedv,13,exact_head,global_oracle,variance_matched_random,185,0.8849221028824045,2.220446049250313e-16,0.015957446808510634,0.2127659574468085,3.025522137045339,235,52132dbf87fec59d7c349efe99ce94589a8f25b6ceda90669b49c9bdf64fff52,-0.1063829787234043,-0.08510638297872344,1.0843364398549984
H200_s1,seedv,14,fresh_head,global_oracle,same_rank_random,15,0.03356765725353149,0.0,0.10106382978723394,0.28085106382978725,1.9435658492007237,235,ef11b465d95b441de55ddf6f1df3020b50684d7d2398330a39b19a840f7ddcba,-0.021276595744680993,-0.017021276595744705,0.0023801520103829965
H200_s1,seedv,14,exact_head,global_oracle,same_rank_random,15,0.03356765725353149,0.0,0.0957446808510638,0.276595744680851,1.9033816434183157,235,3121d64f2bf433fb57d0d8f35dc9fbfd83b41306b05f510ffd3598e1b525c478,-0.02659574468085113,-0.021276595744680937,-0.037804053772025004
H200_s1,seedv,14,fresh_head,global_oracle,variance_matched_random,182,0.884922102882404,2.220446049250313e-16,-0.02659574468085113,0.17872340425531913,1.7593414878330011,235,d27dd2804bf9ac0d564f0ebce594fbeca66e62eb0fcb693ecf9ed7c232852ee9,-0.14893617021276606,-0.11914893617021283,-0.18184420935733958
H200_s1,seedv,14,exact_head,global_oracle,variance_matched_random,182,0.884922102882404,2.220446049250313e-16,0.015957446808510634,0.2127659574468085,1.9865318838948844,235,9222023757901a90ab0d20ae06c68193708cec0cea02e29a6dd2c5a8a49902ee,-0.1063829787234043,-0.08510638297872344,0.04534618670454371
H200_s1,seedv,15,fresh_head,global_oracle,same_rank_random,15,0.023118985042298923,0.0,0.0957446808510638,0.276595744680851,1.9422883373225464,235,a3aff1769d6a1e5e7d2dca7735a89ec4efb4fa0e000c4c78028ba24d57b29515,-0.02659574468085113,-0.021276595744680937,0.0011026401322056234
H200_s1,seedv,15,exact_head,global_oracle,same_rank_random,15,0.023118985042298923,0.0,0.0957446808510638,0.2765957446808511,1.8995912972822848,235,e819f10ff60c607f21397f630d3aa74c277c562120c5f2952d0a6b3c29fd58d2,-0.02659574468085113,-0.021276595744680882,-0.04159439990805591
H200_s1,seedv,15,fresh_head,global_oracle,variance_matched_random,173,0.8849221028824045,2.220446049250313e-16,0.015957446808510634,0.2127659574468085,1.8113561617249183,235,865f276ee0b4c81e7bbe08d7ee750d5a330f840044b16531f7207c8b45244675,-0.1063829787234043,-0.08510638297872344,-0.12982953546542242
H200_s1,seedv,15,exact_head,global_oracle,variance_matched_random,173,0.8849221028824045,2.220446049250313e-16,-0.005319148936170137,0.19574468085106383,3.0770247312273558,235,0ae69fc3891c8d7413e5676d0818c66fd812e4d18b314802e69e89c3d504700b,-0.12765957446808507,-0.10212765957446812,1.135839034037015
H200_s1,seedv,16,fresh_head,global_oracle,same_rank_random,15,0.023834761971605327,0.0,0.10106382978723405,0.28085106382978725,1.8875176945187653,235,c9874350a4131f0e3ec2e22109d89f0254111842917658568c758ddea92de8c2,-0.021276595744680882,-0.017021276595744705,-0.053668002671575454
H200_s1,seedv,16,exact_head,global_oracle,same_rank_random,15,0.023834761971605327,0.0,0.08510638297872342,0.2680851063829787,1.8625751037091667,235,010ad9191cd804ec4f975e43f9d06322752aa976ff82fcd8300f1047b3c33dbe,-0.037234042553191515,-0.029787234042553234,-0.07861059348117405
H200_s1,seedv,16,fresh_head,global_oracle,variance_matched_random,176,0.8849221028824038,4.440892098500626e-16,0.04255319148936165,0.23404255319148937,1.7446220873038274,235,d573f99d012514324bb9404ed9ffedb41633b2ccdf471629e53781dfa02689ef,-0.07978723404255328,-0.06382978723404259,-0.19656360988651334
H200_s1,seedv,16,exact_head,global_oracle,variance_matched_random,176,0.8849221028824038,4.440892098500626e-16,-0.015957446808510634,0.18723404255319148,2.552680781823291,235,84e800c37222aea40481ec6759cfacdf39c9aa724bd5d2f38efbebd41654b47c,-0.13829787234042556,-0.11063829787234047,0.6114950846329503
