feature_set,path,conditioning,kernel,bandwidth_factor,statistic,association
target_unlabeled_G3_architecture,target_unlabeled,metadata_seed_level_order,rbf,0.5,centered_hsic,0.2152243750834105
target_unlabeled_G3_architecture,target_unlabeled,source_performance,rbf,0.5,centered_hsic,0.2365397324374005
target_unlabeled_G3_architecture,target_unlabeled,construction_competence,rbf,0.5,centered_hsic,0.18561739488710832
target_unlabeled_G3_architecture,target_unlabeled,functional_logits_probabilities,rbf,0.5,centered_hsic,0.19875900554071385
target_unlabeled_G3_architecture,target_unlabeled,metadata_seed_level_order,rbf,1.0,normalized_alignment,-0.005075282411171221
target_unlabeled_G3_architecture,target_unlabeled,source_performance,rbf,1.0,normalized_alignment,-0.009448311793290587
target_unlabeled_G3_architecture,target_unlabeled,construction_competence,rbf,1.0,normalized_alignment,-0.03011252378722041
target_unlabeled_G3_architecture,target_unlabeled,functional_logits_probabilities,rbf,1.0,normalized_alignment,-0.028500181652624586
target_unlabeled_G3_architecture,target_unlabeled,metadata_seed_level_order,rbf,1.0,centered_hsic,0.20996349655799804
target_unlabeled_G3_architecture,target_unlabeled,source_performance,rbf,1.0,centered_hsic,0.2164251299485683
target_unlabeled_G3_architecture,target_unlabeled,construction_competence,rbf,1.0,centered_hsic,0.14867361554809205
target_unlabeled_G3_architecture,target_unlabeled,functional_logits_probabilities,rbf,1.0,centered_hsic,0.1628380816546667
target_unlabeled_G3_architecture,target_unlabeled,metadata_seed_level_order,rbf,2.0,normalized_alignment,-0.03286666684897236
target_unlabeled_G3_architecture,target_unlabeled,source_performance,rbf,2.0,normalized_alignment,-0.035864112443974736
target_unlabeled_G3_architecture,target_unlabeled,construction_competence,rbf,2.0,normalized_alignment,-0.04163232217638649
target_unlabeled_G3_architecture,target_unlabeled,functional_logits_probabilities,rbf,2.0,normalized_alignment,-0.04070873703492989
target_unlabeled_G3_architecture,target_unlabeled,metadata_seed_level_order,rbf,2.0,centered_hsic,0.1953723099220776
target_unlabeled_G3_architecture,target_unlabeled,source_performance,rbf,2.0,centered_hsic,0.18784836681396136
target_unlabeled_G3_architecture,target_unlabeled,construction_competence,rbf,2.0,centered_hsic,0.12440068778724081
target_unlabeled_G3_architecture,target_unlabeled,functional_logits_probabilities,rbf,2.0,centered_hsic,0.13689751226939217
target_unlabeled_G3_architecture,target_unlabeled,metadata_seed_level_order,laplacian,0.5,normalized_alignment,0.016968372252996758
target_unlabeled_G3_architecture,target_unlabeled,source_performance,laplacian,0.5,normalized_alignment,0.020909757438821376
target_unlabeled_G3_architecture,target_unlabeled,construction_competence,laplacian,0.5,normalized_alignment,-0.016045080680449773
target_unlabeled_G3_architecture,target_unlabeled,functional_logits_probabilities,laplacian,0.5,normalized_alignment,-0.01472416851792978
target_unlabeled_G3_architecture,target_unlabeled,metadata_seed_level_order,laplacian,0.5,centered_hsic,0.2313583501540698
target_unlabeled_G3_architecture,target_unlabeled,source_performance,laplacian,0.5,centered_hsic,0.2403973608977751
target_unlabeled_G3_architecture,target_unlabeled,construction_competence,laplacian,0.5,centered_hsic,0.21038223720282428
target_unlabeled_G3_architecture,target_unlabeled,functional_logits_probabilities,laplacian,0.5,centered_hsic,0.21476868096785767
target_unlabeled_G3_architecture,target_unlabeled,metadata_seed_level_order,laplacian,1.0,normalized_alignment,-0.007631180053620901
target_unlabeled_G3_architecture,target_unlabeled,source_performance,laplacian,1.0,normalized_alignment,-0.008571099934278289
target_unlabeled_G3_architecture,target_unlabeled,construction_competence,laplacian,1.0,normalized_alignment,-0.02996140502768267
target_unlabeled_G3_architecture,target_unlabeled,functional_logits_probabilities,laplacian,1.0,normalized_alignment,-0.029108154255172394
target_unlabeled_G3_architecture,target_unlabeled,metadata_seed_level_order,laplacian,1.0,centered_hsic,0.23471446711846308
target_unlabeled_G3_architecture,target_unlabeled,source_performance,laplacian,1.0,centered_hsic,0.24252552046633602
target_unlabeled_G3_architecture,target_unlabeled,construction_competence,laplacian,1.0,centered_hsic,0.19659820060441552
target_unlabeled_G3_architecture,target_unlabeled,functional_logits_probabilities,laplacian,1.0,centered_hsic,0.20730015897212103
target_unlabeled_G3_architecture,target_unlabeled,metadata_seed_level_order,laplacian,2.0,normalized_alignment,-0.025037325229977002
target_unlabeled_G3_architecture,target_unlabeled,source_performance,laplacian,2.0,normalized_alignment,-0.02673179526605747
target_unlabeled_G3_architecture,target_unlabeled,construction_competence,laplacian,2.0,normalized_alignment,-0.03785662679089883
target_unlabeled_G3_architecture,target_unlabeled,functional_logits_probabilities,laplacian,2.0,normalized_alignment,-0.03715575490290164
target_unlabeled_G3_architecture,target_unlabeled,metadata_seed_level_order,laplacian,2.0,centered_hsic,0.23140708611329894
target_unlabeled_G3_architecture,target_unlabeled,source_performance,laplacian,2.0,centered_hsic,0.23635161340330177
target_unlabeled_G3_architecture,target_unlabeled,construction_competence,laplacian,2.0,centered_hsic,0.18319919520414463
target_unlabeled_G3_architecture,target_unlabeled,functional_logits_probabilities,laplacian,2.0,centered_hsic,0.19698150836565215
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,metadata_seed_level_order,rbf,0.5,normalized_alignment,0.05279357443653564
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,source_performance,rbf,0.5,normalized_alignment,0.05385935396774545
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,construction_competence,rbf,0.5,normalized_alignment,-0.0015469643163503427
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,functional_logits_probabilities,rbf,0.5,normalized_alignment,0.008999500086187332
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,metadata_seed_level_order,rbf,0.5,centered_hsic,0.24870680788536795
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,source_performance,rbf,0.5,centered_hsic,0.2610122805724302
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,construction_competence,rbf,0.5,centered_hsic,0.20397646245743187
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,functional_logits_probabilities,rbf,0.5,centered_hsic,0.22003295126423064
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,metadata_seed_level_order,rbf,1.0,normalized_alignment,-0.004108043990912181
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,source_performance,rbf,1.0,normalized_alignment,-0.011059422106027917
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,construction_competence,rbf,1.0,normalized_alignment,-0.03211794668828004
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,functional_logits_probabilities,rbf,1.0,normalized_alignment,-0.028162537420760865
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,metadata_seed_level_order,rbf,1.0,centered_hsic,0.23543480649187679
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,source_performance,rbf,1.0,centered_hsic,0.23836903748702287
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,construction_competence,rbf,1.0,centered_hsic,0.15934562515262898
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,functional_logits_probabilities,rbf,1.0,centered_hsic,0.19328017314294638
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,metadata_seed_level_order,rbf,2.0,normalized_alignment,-0.03296072895261042
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,source_performance,rbf,2.0,normalized_alignment,-0.036510436269711975
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,construction_competence,rbf,2.0,normalized_alignment,-0.04225476637290106
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,functional_logits_probabilities,rbf,2.0,normalized_alignment,-0.040906337750404496
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,metadata_seed_level_order,rbf,2.0,centered_hsic,0.21254104313519334
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,source_performance,rbf,2.0,centered_hsic,0.2053319994623174
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,construction_competence,rbf,2.0,centered_hsic,0.1337278299890785
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,functional_logits_probabilities,rbf,2.0,centered_hsic,0.1708027915139489
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,metadata_seed_level_order,laplacian,0.5,normalized_alignment,0.027871633913030477
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,source_performance,laplacian,0.5,normalized_alignment,0.023840355664724092
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,construction_competence,laplacian,0.5,normalized_alignment,-0.01549777482957341
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,functional_logits_probabilities,laplacian,0.5,normalized_alignment,-0.011850378166562946
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,metadata_seed_level_order,laplacian,0.5,centered_hsic,0.24704382358103524
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,source_performance,laplacian,0.5,centered_hsic,0.24912024585533754
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,construction_competence,laplacian,0.5,centered_hsic,0.21589290505443656
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,functional_logits_probabilities,laplacian,0.5,centered_hsic,0.22190197787775223
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,metadata_seed_level_order,laplacian,1.0,normalized_alignment,-0.004427234858076106
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,source_performance,laplacian,1.0,normalized_alignment,-0.009200831380670824
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,construction_competence,laplacian,1.0,normalized_alignment,-0.030986939660108966
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,functional_logits_probabilities,laplacian,1.0,normalized_alignment,-0.02849736607597816
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,metadata_seed_level_order,laplacian,1.0,centered_hsic,0.2559949188617946
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,source_performance,laplacian,1.0,centered_hsic,0.25647714702035823
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,construction_competence,laplacian,1.0,centered_hsic,0.20501969882422083
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,functional_logits_probabilities,laplacian,1.0,centered_hsic,0.2220762699073908
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,metadata_seed_level_order,laplacian,2.0,normalized_alignment,-0.023979102445555657
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,source_performance,laplacian,2.0,normalized_alignment,-0.027428302472374134
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,construction_competence,laplacian,2.0,normalized_alignment,-0.038653685650544514
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,functional_logits_probabilities,laplacian,2.0,normalized_alignment,-0.03703977035251552
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,metadata_seed_level_order,laplacian,2.0,centered_hsic,0.2538703932693313
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,source_performance,laplacian,2.0,centered_hsic,0.2520762345751674
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,construction_competence,laplacian,2.0,centered_hsic,0.1923672068535557
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,functional_logits_probabilities,laplacian,2.0,centered_hsic,0.21716341008740792
target_unlabeled_G4_coordinates,target_unlabeled,metadata_seed_level_order,rbf,0.5,normalized_alignment,0.007971741282152762
target_unlabeled_G4_coordinates,target_unlabeled,source_performance,rbf,0.5,normalized_alignment,0.008729623719872555
target_unlabeled_G4_coordinates,target_unlabeled,construction_competence,rbf,0.5,normalized_alignment,-0.0037287197029281516
target_unlabeled_G4_coordinates,target_unlabeled,functional_logits_probabilities,rbf,0.5,normalized_alignment,-0.015484360025793367
target_unlabeled_G4_coordinates,target_unlabeled,metadata_seed_level_order,rbf,0.5,centered_hsic,0.1987122700571752
target_unlabeled_G4_coordinates,target_unlabeled,source_performance,rbf,0.5,centered_hsic,0.20054631530563002
target_unlabeled_G4_coordinates,target_unlabeled,construction_competence,rbf,0.5,centered_hsic,0.1869807259891216
target_unlabeled_G4_coordinates,target_unlabeled,functional_logits_probabilities,rbf,0.5,centered_hsic,0.18423670543357537
target_unlabeled_G4_coordinates,target_unlabeled,metadata_seed_level_order,rbf,1.0,normalized_alignment,-0.0313137425540892
target_unlabeled_G4_coordinates,target_unlabeled,source_performance,rbf,1.0,normalized_alignment,-0.032689440591842
target_unlabeled_G4_coordinates,target_unlabeled,construction_competence,rbf,1.0,normalized_alignment,-0.03700217631447647
target_unlabeled_G4_coordinates,target_unlabeled,functional_logits_probabilities,rbf,1.0,normalized_alignment,-0.03795515562968775
target_unlabeled_G4_coordinates,target_unlabeled,metadata_seed_level_order,rbf,1.0,centered_hsic,0.15663916470349873
target_unlabeled_G4_coordinates,target_unlabeled,source_performance,rbf,1.0,centered_hsic,0.15246489711636765
target_unlabeled_G4_coordinates,target_unlabeled,construction_competence,rbf,1.0,centered_hsic,0.13775405952822964
target_unlabeled_G4_coordinates,target_unlabeled,functional_logits_probabilities,rbf,1.0,centered_hsic,0.13976366711047059
target_unlabeled_G4_coordinates,target_unlabeled,metadata_seed_level_order,rbf,2.0,normalized_alignment,-0.04208231172005376
target_unlabeled_G4_coordinates,target_unlabeled,source_performance,rbf,2.0,normalized_alignment,-0.04287259845446542
target_unlabeled_G4_coordinates,target_unlabeled,construction_competence,rbf,2.0,normalized_alignment,-0.04380011148639382
target_unlabeled_G4_coordinates,target_unlabeled,functional_logits_probabilities,rbf,2.0,normalized_alignment,-0.04368610770727126
target_unlabeled_G4_coordinates,target_unlabeled,metadata_seed_level_order,rbf,2.0,centered_hsic,0.13098948778956065
target_unlabeled_G4_coordinates,target_unlabeled,source_performance,rbf,2.0,centered_hsic,0.12186808944850183
target_unlabeled_G4_coordinates,target_unlabeled,construction_competence,rbf,2.0,centered_hsic,0.11378811566548976
target_unlabeled_G4_coordinates,target_unlabeled,functional_logits_probabilities,rbf,2.0,centered_hsic,0.11690052515295118
target_unlabeled_G4_coordinates,target_unlabeled,metadata_seed_level_order,laplacian,0.5,normalized_alignment,-0.008293976315490443
target_unlabeled_G4_coordinates,target_unlabeled,source_performance,laplacian,0.5,normalized_alignment,-0.00798461735135678
target_unlabeled_G4_coordinates,target_unlabeled,construction_competence,laplacian,0.5,normalized_alignment,-0.017782812574531404
target_unlabeled_G4_coordinates,target_unlabeled,functional_logits_probabilities,laplacian,0.5,normalized_alignment,-0.026254027066003265
target_unlabeled_G4_coordinates,target_unlabeled,metadata_seed_level_order,laplacian,0.5,centered_hsic,0.21552531975375955
target_unlabeled_G4_coordinates,target_unlabeled,source_performance,laplacian,0.5,centered_hsic,0.21644205421728593
target_unlabeled_G4_coordinates,target_unlabeled,construction_competence,laplacian,0.5,centered_hsic,0.2081761122258069
target_unlabeled_G4_coordinates,target_unlabeled,functional_logits_probabilities,laplacian,0.5,centered_hsic,0.20569448666050094
target_unlabeled_G4_coordinates,target_unlabeled,metadata_seed_level_order,laplacian,1.0,normalized_alignment,-0.02826551621598007
target_unlabeled_G4_coordinates,target_unlabeled,source_performance,laplacian,1.0,normalized_alignment,-0.028874221228774883
target_unlabeled_G4_coordinates,target_unlabeled,construction_competence,laplacian,1.0,normalized_alignment,-0.0339812347349899
target_unlabeled_G4_coordinates,target_unlabeled,functional_logits_probabilities,laplacian,1.0,normalized_alignment,-0.03698356122927744
target_unlabeled_G4_coordinates,target_unlabeled,metadata_seed_level_order,laplacian,1.0,centered_hsic,0.20413497662373692
target_unlabeled_G4_coordinates,target_unlabeled,source_performance,laplacian,1.0,centered_hsic,0.20346900093548215
target_unlabeled_G4_coordinates,target_unlabeled,construction_competence,laplacian,1.0,centered_hsic,0.19224441132034664
target_unlabeled_G4_coordinates,target_unlabeled,functional_logits_probabilities,laplacian,1.0,centered_hsic,0.19181336316398706
target_unlabeled_G4_coordinates,target_unlabeled,metadata_seed_level_order,laplacian,2.0,normalized_alignment,-0.03746763359374186
target_unlabeled_G4_coordinates,target_unlabeled,source_performance,laplacian,2.0,normalized_alignment,-0.038111452782770804
target_unlabeled_G4_coordinates,target_unlabeled,construction_competence,laplacian,2.0,normalized_alignment,-0.040573620994484964
target_unlabeled_G4_coordinates,target_unlabeled,functional_logits_probabilities,laplacian,2.0,normalized_alignment,-0.0415703955471832
target_unlabeled_G4_coordinates,target_unlabeled,metadata_seed_level_order,laplacian,2.0,centered_hsic,0.1923279028791827
target_unlabeled_G4_coordinates,target_unlabeled,source_performance,laplacian,2.0,centered_hsic,0.1900663531117666
target_unlabeled_G4_coordinates,target_unlabeled,construction_competence,laplacian,2.0,centered_hsic,0.17815324868244697
target_unlabeled_G4_coordinates,target_unlabeled,functional_logits_probabilities,laplacian,2.0,centered_hsic,0.1790844548615391
