family,perturbation,metric,operator,threshold,mean,ci_lo,ci_hi,n_clusters,n_units,bootstrap_cluster,seed_policy,inputs
per_operator_BA,rotation,balanced_accuracy,identity_uniform,,0.5043684267694043,0.49822474348659684,0.5104367453214034,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
per_operator_BA,rotation,balanced_accuracy,fixed_reference_oneshot_uniform,,0.499589960986111,0.4986978374380966,0.5004963313514134,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
per_operator_BA,rotation,balanced_accuracy,fixed_iterative_geometry_uniform,,0.5002057613168724,0.5,0.5006172839506173,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
per_operator_BA,rotation,balanced_accuracy,joint_geometry_uniform,,0.5001543209876543,0.5,0.500462962962963,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
per_operator_BA,rotation,balanced_accuracy,latent_im_diag_uniform,,0.5033965767238158,0.49297127620930925,0.51416993090668,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
per_operator_BA,rotation,balanced_accuracy,pooled_uniform,,0.50383580222821,0.4942426715812258,0.5135387343975473,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
per_operator_BA,rotation,balanced_accuracy,coral_latent,,0.5028259410028368,0.49297398477988585,0.5128457107141773,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
per_operator_BA,rotation,balanced_accuracy,source_recolored_ea,,0.5031989870570701,0.4933883060312859,0.5132453959317665,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
contrast,rotation,best_full_cov_minus_best_diagonal_latent,,,3.6366242561203244e-05,-0.006634852770122404,0.007069345359962818,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
contrast,rotation,best_diagonal_latent_BA,,,0.5259535269213542,0.5189211245131166,0.533611936295471,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
contrast,rotation,best_full_cov_sensor_or_coral_BA,,,0.5259898931639155,0.5175759769547689,0.5348137241472207,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
negative_change_rate,rotation,operator_minus_identity_lt_threshold,fixed_reference_oneshot_uniform,0.0,0.5222222222222223,0.4222222222222222,0.6222222222222222,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
negative_change_rate,rotation,operator_minus_identity_lt_threshold,fixed_reference_oneshot_uniform,-0.01,0.4,0.3,0.5,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
negative_change_rate,rotation,operator_minus_identity_lt_threshold,fixed_reference_oneshot_uniform,-0.02,0.25555555555555554,0.16666666666666666,0.34444444444444444,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
negative_change_rate,rotation,operator_minus_identity_lt_threshold,fixed_iterative_geometry_uniform,0.0,0.5333333333333333,0.43333333333333335,0.6333333333333333,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
negative_change_rate,rotation,operator_minus_identity_lt_threshold,fixed_iterative_geometry_uniform,-0.01,0.4,0.3,0.5,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
negative_change_rate,rotation,operator_minus_identity_lt_threshold,fixed_iterative_geometry_uniform,-0.02,0.24444444444444444,0.15555555555555556,0.3333333333333333,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
negative_change_rate,rotation,operator_minus_identity_lt_threshold,joint_geometry_uniform,0.0,0.5333333333333333,0.43333333333333335,0.6333333333333333,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
negative_change_rate,rotation,operator_minus_identity_lt_threshold,joint_geometry_uniform,-0.01,0.4,0.3,0.5,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
negative_change_rate,rotation,operator_minus_identity_lt_threshold,joint_geometry_uniform,-0.02,0.25555555555555554,0.16666666666666666,0.34444444444444444,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
negative_change_rate,rotation,operator_minus_identity_lt_threshold,latent_im_diag_uniform,0.0,0.5333333333333333,0.43333333333333335,0.6333333333333333,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
negative_change_rate,rotation,operator_minus_identity_lt_threshold,latent_im_diag_uniform,-0.01,0.4444444444444444,0.34444444444444444,0.5444444444444444,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
negative_change_rate,rotation,operator_minus_identity_lt_threshold,latent_im_diag_uniform,-0.02,0.3888888888888889,0.28888888888888886,0.4888888888888889,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
negative_change_rate,rotation,operator_minus_identity_lt_threshold,pooled_uniform,0.0,0.5777777777777777,0.4777777777777778,0.6777777777777778,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
negative_change_rate,rotation,operator_minus_identity_lt_threshold,pooled_uniform,-0.01,0.4444444444444444,0.34444444444444444,0.5444444444444444,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
negative_change_rate,rotation,operator_minus_identity_lt_threshold,pooled_uniform,-0.02,0.34444444444444444,0.24444444444444444,0.4444444444444444,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
negative_change_rate,rotation,operator_minus_identity_lt_threshold,coral_latent,0.0,0.5777777777777777,0.4777777777777778,0.6777777777777778,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
negative_change_rate,rotation,operator_minus_identity_lt_threshold,coral_latent,-0.01,0.4777777777777778,0.37777777777777777,0.5777777777777777,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
negative_change_rate,rotation,operator_minus_identity_lt_threshold,coral_latent,-0.02,0.35555555555555557,0.25555555555555554,0.45555555555555555,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
negative_change_rate,rotation,operator_minus_identity_lt_threshold,source_recolored_ea,0.0,0.5222222222222223,0.4222222222222222,0.6222222222222222,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
negative_change_rate,rotation,operator_minus_identity_lt_threshold,source_recolored_ea,-0.01,0.4222222222222222,0.32222222222222224,0.5222222222222223,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
negative_change_rate,rotation,operator_minus_identity_lt_threshold,source_recolored_ea,-0.02,0.3333333333333333,0.24444444444444444,0.43333333333333335,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
per_operator_BA,mixing,balanced_accuracy,identity_uniform,,0.5780250878270665,0.5605396490754436,0.5965127755576625,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
per_operator_BA,mixing,balanced_accuracy,fixed_reference_oneshot_uniform,,0.5258636833388101,0.5160075689971833,0.5374029066354258,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
per_operator_BA,mixing,balanced_accuracy,fixed_iterative_geometry_uniform,,0.501440329218107,0.5,0.5042181069958848,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
per_operator_BA,mixing,balanced_accuracy,joint_geometry_uniform,,0.5006172839506173,0.5,0.5017489711934157,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
per_operator_BA,mixing,balanced_accuracy,latent_im_diag_uniform,,0.5851441520596901,0.5649720833017682,0.6067985943431975,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
per_operator_BA,mixing,balanced_accuracy,pooled_uniform,,0.5850298426459484,0.5667855611828393,0.6045558933781902,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
per_operator_BA,mixing,balanced_accuracy,coral_latent,,0.5842906240253092,0.5654764692255113,0.6045111376057374,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
per_operator_BA,mixing,balanced_accuracy,source_recolored_ea,,0.5809685224399759,0.5617858274309344,0.6012088018408832,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
contrast,mixing,best_full_cov_minus_best_diagonal_latent,,,-0.004337424858081435,-0.009010905205007084,0.00019255502738652798,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
contrast,mixing,best_diagonal_latent_BA,,,0.5979841484245343,0.5792196413754721,0.618601984595639,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
contrast,mixing,best_full_cov_sensor_or_coral_BA,,,0.5936467235664528,0.5750396346373283,0.6135773450938232,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
negative_change_rate,mixing,operator_minus_identity_lt_threshold,fixed_reference_oneshot_uniform,0.0,0.8111111111111111,0.7222222222222222,0.8888888888888888,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
negative_change_rate,mixing,operator_minus_identity_lt_threshold,fixed_reference_oneshot_uniform,-0.01,0.7444444444444445,0.6555555555555556,0.8333333333333334,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
negative_change_rate,mixing,operator_minus_identity_lt_threshold,fixed_reference_oneshot_uniform,-0.02,0.7111111111111111,0.6111111111111112,0.8,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
negative_change_rate,mixing,operator_minus_identity_lt_threshold,fixed_iterative_geometry_uniform,0.0,0.8555555555555555,0.7777777777777778,0.9222222222222223,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
negative_change_rate,mixing,operator_minus_identity_lt_threshold,fixed_iterative_geometry_uniform,-0.01,0.7555555555555555,0.6666666666666666,0.8444444444444444,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
negative_change_rate,mixing,operator_minus_identity_lt_threshold,fixed_iterative_geometry_uniform,-0.02,0.7111111111111111,0.6111111111111112,0.8,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
