family,perturbation,metric,operator,threshold,mean,ci_lo,ci_hi,n_clusters,n_units,bootstrap_cluster,seed_policy,inputs
negative_change_rate,block_mixing,operator_minus_identity_lt_threshold,latent_im_diag_uniform,-0.01,0.35555555555555557,0.25555555555555554,0.45555555555555555,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
negative_change_rate,block_mixing,operator_minus_identity_lt_threshold,latent_im_diag_uniform,-0.02,0.28888888888888886,0.2,0.3888888888888889,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
negative_change_rate,block_mixing,operator_minus_identity_lt_threshold,pooled_uniform,0.0,0.5111111111111111,0.4111111111111111,0.6111111111111112,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
negative_change_rate,block_mixing,operator_minus_identity_lt_threshold,pooled_uniform,-0.01,0.3888888888888889,0.28888888888888886,0.4888888888888889,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
negative_change_rate,block_mixing,operator_minus_identity_lt_threshold,pooled_uniform,-0.02,0.25555555555555554,0.16666666666666666,0.34444444444444444,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
negative_change_rate,block_mixing,operator_minus_identity_lt_threshold,coral_latent,0.0,0.5,0.4,0.6,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
negative_change_rate,block_mixing,operator_minus_identity_lt_threshold,coral_latent,-0.01,0.43333333333333335,0.3333333333333333,0.5333333333333333,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
negative_change_rate,block_mixing,operator_minus_identity_lt_threshold,coral_latent,-0.02,0.3111111111111111,0.2222222222222222,0.4111111111111111,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
negative_change_rate,block_mixing,operator_minus_identity_lt_threshold,source_recolored_ea,0.0,0.4777777777777778,0.37777777777777777,0.5777777777777777,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
negative_change_rate,block_mixing,operator_minus_identity_lt_threshold,source_recolored_ea,-0.01,0.4111111111111111,0.3111111111111111,0.5111111111111111,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
negative_change_rate,block_mixing,operator_minus_identity_lt_threshold,source_recolored_ea,-0.02,0.32222222222222224,0.2222222222222222,0.4222222222222222,90,90,"(dataset,pair,subject)",source seeds averaged within unit before bootstrap,"results/h2cmi/review_completion_offdiag/w1offdiag_bnci001.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_01.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_23.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_bnci004_24.jsonl,results/h2cmi/review_completion_offdiag/w1offdiag_lee2019.jsonl"
