budget,endpoint,order,component,component_code,mean_marginal_gain
full-construction,ECE,U->N->S->E->G,finite_label_noise,N,0.0
full-construction,ECE,U->N->S->G->E,finite_label_noise,N,0.0
full-construction,ECE,U->N->G->E->S,finite_label_noise,N,0.0
full-construction,ECE,U->N->G->S->E,finite_label_noise,N,0.0
full-construction,ECE,U->E->N->S->G,finite_label_noise,N,0.0
full-construction,ECE,U->E->N->G->S,finite_label_noise,N,0.0
full-construction,ECE,U->E->S->N->G,finite_label_noise,N,0.0
full-construction,ECE,U->E->S->G->N,finite_label_noise,N,0.0
full-construction,ECE,U->E->G->N->S,finite_label_noise,N,0.0
full-construction,ECE,U->E->G->S->N,finite_label_noise,N,0.0
full-construction,ECE,U->S->N->E->G,finite_label_noise,N,0.0
full-construction,ECE,U->S->N->G->E,finite_label_noise,N,0.0
full-construction,ECE,U->S->E->N->G,finite_label_noise,N,0.0
full-construction,ECE,U->S->E->G->N,finite_label_noise,N,0.0
full-construction,ECE,U->S->G->N->E,finite_label_noise,N,0.0
full-construction,ECE,U->S->G->E->N,finite_label_noise,N,0.0
full-construction,ECE,U->G->N->E->S,finite_label_noise,N,0.0
full-construction,ECE,U->G->N->S->E,finite_label_noise,N,0.0
full-construction,ECE,U->G->E->N->S,finite_label_noise,N,0.0
full-construction,ECE,U->G->E->S->N,finite_label_noise,N,0.0
full-construction,ECE,U->G->S->N->E,finite_label_noise,N,0.0
full-construction,ECE,U->G->S->E->N,finite_label_noise,N,0.0
full-construction,ECE,S->N->E->U->G,finite_label_noise,N,0.0
full-construction,ECE,S->N->E->G->U,finite_label_noise,N,0.0
full-construction,ECE,S->N->U->E->G,finite_label_noise,N,0.0
full-construction,ECE,S->N->U->G->E,finite_label_noise,N,0.0
full-construction,ECE,S->N->G->E->U,finite_label_noise,N,0.0
full-construction,ECE,S->N->G->U->E,finite_label_noise,N,0.0
full-construction,ECE,S->E->N->U->G,finite_label_noise,N,0.0
full-construction,ECE,S->E->N->G->U,finite_label_noise,N,0.0
full-construction,ECE,S->E->U->N->G,finite_label_noise,N,0.0
full-construction,ECE,S->E->U->G->N,finite_label_noise,N,0.0
full-construction,ECE,S->E->G->N->U,finite_label_noise,N,0.0
full-construction,ECE,S->E->G->U->N,finite_label_noise,N,0.0
full-construction,ECE,S->U->N->E->G,finite_label_noise,N,0.0
full-construction,ECE,S->U->N->G->E,finite_label_noise,N,0.0
full-construction,ECE,S->U->E->N->G,finite_label_noise,N,0.0
full-construction,ECE,S->U->E->G->N,finite_label_noise,N,0.0
full-construction,ECE,S->U->G->N->E,finite_label_noise,N,0.0
full-construction,ECE,S->U->G->E->N,finite_label_noise,N,0.0
full-construction,ECE,S->G->N->E->U,finite_label_noise,N,0.0
full-construction,ECE,S->G->N->U->E,finite_label_noise,N,0.0
full-construction,ECE,S->G->E->N->U,finite_label_noise,N,0.0
full-construction,ECE,S->G->E->U->N,finite_label_noise,N,0.0
full-construction,ECE,S->G->U->N->E,finite_label_noise,N,0.0
full-construction,ECE,S->G->U->E->N,finite_label_noise,N,0.0
full-construction,ECE,G->N->E->U->S,finite_label_noise,N,0.0
full-construction,ECE,G->N->E->S->U,finite_label_noise,N,0.0
full-construction,ECE,G->N->U->E->S,finite_label_noise,N,0.0
full-construction,ECE,G->N->U->S->E,finite_label_noise,N,0.0
full-construction,ECE,G->N->S->E->U,finite_label_noise,N,0.0
full-construction,ECE,G->N->S->U->E,finite_label_noise,N,0.0
full-construction,ECE,G->E->N->U->S,finite_label_noise,N,0.0
full-construction,ECE,G->E->N->S->U,finite_label_noise,N,0.0
full-construction,ECE,G->E->U->N->S,finite_label_noise,N,0.0
full-construction,ECE,G->E->U->S->N,finite_label_noise,N,0.0
full-construction,ECE,G->E->S->N->U,finite_label_noise,N,0.0
full-construction,ECE,G->E->S->U->N,finite_label_noise,N,0.0
full-construction,ECE,G->U->N->E->S,finite_label_noise,N,0.0
full-construction,ECE,G->U->N->S->E,finite_label_noise,N,0.0
full-construction,ECE,G->U->E->N->S,finite_label_noise,N,0.0
full-construction,ECE,G->U->E->S->N,finite_label_noise,N,0.0
full-construction,ECE,G->U->S->N->E,finite_label_noise,N,0.0
full-construction,ECE,G->U->S->E->N,finite_label_noise,N,0.0
full-construction,ECE,G->S->N->E->U,finite_label_noise,N,0.0
full-construction,ECE,G->S->N->U->E,finite_label_noise,N,0.0
full-construction,ECE,G->S->E->N->U,finite_label_noise,N,0.0
full-construction,ECE,G->S->E->U->N,finite_label_noise,N,0.0
full-construction,ECE,G->S->U->N->E,finite_label_noise,N,0.0
full-construction,ECE,G->S->U->E->N,finite_label_noise,N,0.0
full-construction,ECE,N->E->U->S->G,shared_target_calibration,S,-0.09946922955997603
full-construction,ECE,N->E->U->G->S,shared_target_calibration,S,0.0
full-construction,ECE,N->E->S->U->G,shared_target_calibration,S,-0.04902622818476751
full-construction,ECE,N->E->S->G->U,shared_target_calibration,S,-0.04902622818476751
full-construction,ECE,N->E->G->U->S,shared_target_calibration,S,0.0
full-construction,ECE,N->E->G->S->U,shared_target_calibration,S,0.0
full-construction,ECE,N->U->E->S->G,shared_target_calibration,S,-0.09946922955997603
full-construction,ECE,N->U->E->G->S,shared_target_calibration,S,0.0
full-construction,ECE,N->U->S->E->G,shared_target_calibration,S,-0.1111111111111111
full-construction,ECE,N->U->S->G->E,shared_target_calibration,S,-0.1111111111111111
full-construction,ECE,N->U->G->E->S,shared_target_calibration,S,0.0
full-construction,ECE,N->U->G->S->E,shared_target_calibration,S,0.0
full-construction,ECE,N->S->E->U->G,shared_target_calibration,S,0.0
full-construction,ECE,N->S->E->G->U,shared_target_calibration,S,0.0
full-construction,ECE,N->S->U->E->G,shared_target_calibration,S,0.0
full-construction,ECE,N->S->U->G->E,shared_target_calibration,S,0.0
full-construction,ECE,N->S->G->E->U,shared_target_calibration,S,0.0
full-construction,ECE,N->S->G->U->E,shared_target_calibration,S,0.0
full-construction,ECE,N->G->E->U->S,shared_target_calibration,S,0.0
full-construction,ECE,N->G->E->S->U,shared_target_calibration,S,0.0
full-construction,ECE,N->G->U->E->S,shared_target_calibration,S,0.0
full-construction,ECE,N->G->U->S->E,shared_target_calibration,S,0.0
full-construction,ECE,N->G->S->E->U,shared_target_calibration,S,0.0
full-construction,ECE,N->G->S->U->E,shared_target_calibration,S,0.0
full-construction,ECE,E->N->U->S->G,shared_target_calibration,S,-0.09946922955997603
full-construction,ECE,E->N->U->G->S,shared_target_calibration,S,0.0
full-construction,ECE,E->N->S->U->G,shared_target_calibration,S,-0.04902622818476751
full-construction,ECE,E->N->S->G->U,shared_target_calibration,S,-0.04902622818476751
full-construction,ECE,E->N->G->U->S,shared_target_calibration,S,0.0
full-construction,ECE,E->N->G->S->U,shared_target_calibration,S,0.0
full-construction,ECE,E->U->N->S->G,shared_target_calibration,S,-0.09946922955997603
full-construction,ECE,E->U->N->G->S,shared_target_calibration,S,0.0
full-construction,ECE,E->U->S->N->G,shared_target_calibration,S,-0.09946922955997603
full-construction,ECE,E->U->S->G->N,shared_target_calibration,S,-0.09946922955997603
full-construction,ECE,E->U->G->N->S,shared_target_calibration,S,0.0
full-construction,ECE,E->U->G->S->N,shared_target_calibration,S,0.0
full-construction,ECE,E->S->N->U->G,shared_target_calibration,S,-0.04902622818476751
full-construction,ECE,E->S->N->G->U,shared_target_calibration,S,-0.04902622818476751
full-construction,ECE,E->S->U->N->G,shared_target_calibration,S,-0.04902622818476751
full-construction,ECE,E->S->U->G->N,shared_target_calibration,S,-0.04902622818476751
full-construction,ECE,E->S->G->N->U,shared_target_calibration,S,-0.04902622818476751
full-construction,ECE,E->S->G->U->N,shared_target_calibration,S,-0.04902622818476751
full-construction,ECE,E->G->N->U->S,shared_target_calibration,S,0.0
full-construction,ECE,E->G->N->S->U,shared_target_calibration,S,0.0
full-construction,ECE,E->G->U->N->S,shared_target_calibration,S,0.0
full-construction,ECE,E->G->U->S->N,shared_target_calibration,S,0.0
full-construction,ECE,E->G->S->N->U,shared_target_calibration,S,0.0
full-construction,ECE,E->G->S->U->N,shared_target_calibration,S,0.0
full-construction,ECE,U->N->E->S->G,shared_target_calibration,S,-0.09946922955997603
full-construction,ECE,U->N->E->G->S,shared_target_calibration,S,0.0
full-construction,ECE,U->N->S->E->G,shared_target_calibration,S,-0.1111111111111111
full-construction,ECE,U->N->S->G->E,shared_target_calibration,S,-0.1111111111111111
full-construction,ECE,U->N->G->E->S,shared_target_calibration,S,0.0
full-construction,ECE,U->N->G->S->E,shared_target_calibration,S,0.0
full-construction,ECE,U->E->N->S->G,shared_target_calibration,S,-0.09946922955997603
full-construction,ECE,U->E->N->G->S,shared_target_calibration,S,0.0
full-construction,ECE,U->E->S->N->G,shared_target_calibration,S,-0.09946922955997603
full-construction,ECE,U->E->S->G->N,shared_target_calibration,S,-0.09946922955997603
full-construction,ECE,U->E->G->N->S,shared_target_calibration,S,0.0
full-construction,ECE,U->E->G->S->N,shared_target_calibration,S,0.0
full-construction,ECE,U->S->N->E->G,shared_target_calibration,S,-0.1111111111111111
full-construction,ECE,U->S->N->G->E,shared_target_calibration,S,-0.1111111111111111
full-construction,ECE,U->S->E->N->G,shared_target_calibration,S,-0.1111111111111111
full-construction,ECE,U->S->E->G->N,shared_target_calibration,S,-0.1111111111111111
full-construction,ECE,U->S->G->N->E,shared_target_calibration,S,-0.1111111111111111
full-construction,ECE,U->S->G->E->N,shared_target_calibration,S,-0.1111111111111111
full-construction,ECE,U->G->N->E->S,shared_target_calibration,S,0.0
full-construction,ECE,U->G->N->S->E,shared_target_calibration,S,0.0
full-construction,ECE,U->G->E->N->S,shared_target_calibration,S,0.0
full-construction,ECE,U->G->E->S->N,shared_target_calibration,S,0.0
full-construction,ECE,U->G->S->N->E,shared_target_calibration,S,0.0
full-construction,ECE,U->G->S->E->N,shared_target_calibration,S,0.0
full-construction,ECE,S->N->E->U->G,shared_target_calibration,S,0.0
full-construction,ECE,S->N->E->G->U,shared_target_calibration,S,0.0
full-construction,ECE,S->N->U->E->G,shared_target_calibration,S,0.0
full-construction,ECE,S->N->U->G->E,shared_target_calibration,S,0.0
full-construction,ECE,S->N->G->E->U,shared_target_calibration,S,0.0
full-construction,ECE,S->N->G->U->E,shared_target_calibration,S,0.0
full-construction,ECE,S->E->N->U->G,shared_target_calibration,S,0.0
full-construction,ECE,S->E->N->G->U,shared_target_calibration,S,0.0
full-construction,ECE,S->E->U->N->G,shared_target_calibration,S,0.0
full-construction,ECE,S->E->U->G->N,shared_target_calibration,S,0.0
full-construction,ECE,S->E->G->N->U,shared_target_calibration,S,0.0
full-construction,ECE,S->E->G->U->N,shared_target_calibration,S,0.0
full-construction,ECE,S->U->N->E->G,shared_target_calibration,S,0.0
full-construction,ECE,S->U->N->G->E,shared_target_calibration,S,0.0
full-construction,ECE,S->U->E->N->G,shared_target_calibration,S,0.0
full-construction,ECE,S->U->E->G->N,shared_target_calibration,S,0.0
full-construction,ECE,S->U->G->N->E,shared_target_calibration,S,0.0
full-construction,ECE,S->U->G->E->N,shared_target_calibration,S,0.0
full-construction,ECE,S->G->N->E->U,shared_target_calibration,S,0.0
full-construction,ECE,S->G->N->U->E,shared_target_calibration,S,0.0
full-construction,ECE,S->G->E->N->U,shared_target_calibration,S,0.0
full-construction,ECE,S->G->E->U->N,shared_target_calibration,S,0.0
full-construction,ECE,S->G->U->N->E,shared_target_calibration,S,0.0
full-construction,ECE,S->G->U->E->N,shared_target_calibration,S,0.0
full-construction,ECE,G->N->E->U->S,shared_target_calibration,S,0.0
full-construction,ECE,G->N->E->S->U,shared_target_calibration,S,0.0
full-construction,ECE,G->N->U->E->S,shared_target_calibration,S,0.0
full-construction,ECE,G->N->U->S->E,shared_target_calibration,S,0.0
full-construction,ECE,G->N->S->E->U,shared_target_calibration,S,0.0
full-construction,ECE,G->N->S->U->E,shared_target_calibration,S,0.0
full-construction,ECE,G->E->N->U->S,shared_target_calibration,S,0.0
full-construction,ECE,G->E->N->S->U,shared_target_calibration,S,0.0
full-construction,ECE,G->E->U->N->S,shared_target_calibration,S,0.0
full-construction,ECE,G->E->U->S->N,shared_target_calibration,S,0.0
full-construction,ECE,G->E->S->N->U,shared_target_calibration,S,0.0
full-construction,ECE,G->E->S->U->N,shared_target_calibration,S,0.0
full-construction,ECE,G->U->N->E->S,shared_target_calibration,S,0.0
full-construction,ECE,G->U->N->S->E,shared_target_calibration,S,0.0
full-construction,ECE,G->U->E->N->S,shared_target_calibration,S,0.0
full-construction,ECE,G->U->E->S->N,shared_target_calibration,S,0.0
full-construction,ECE,G->U->S->N->E,shared_target_calibration,S,0.0
full-construction,ECE,G->U->S->E->N,shared_target_calibration,S,0.0
full-construction,ECE,G->S->N->E->U,shared_target_calibration,S,0.0
full-construction,ECE,G->S->N->U->E,shared_target_calibration,S,0.0
full-construction,ECE,G->S->E->N->U,shared_target_calibration,S,0.0
full-construction,ECE,G->S->E->U->N,shared_target_calibration,S,0.0
full-construction,ECE,G->S->U->N->E,shared_target_calibration,S,0.0
full-construction,ECE,G->S->U->E->N,shared_target_calibration,S,0.0
full-construction,ECE,N->E->U->S->G,utility_mismatch,U,0.1621086866926065
full-construction,ECE,N->E->U->G->S,utility_mismatch,U,0.1621086866926065
full-construction,ECE,N->E->S->U->G,utility_mismatch,U,0.11166568531739797
full-construction,ECE,N->E->S->G->U,utility_mismatch,U,0.0
full-construction,ECE,N->E->G->U->S,utility_mismatch,U,0.0
full-construction,ECE,N->E->G->S->U,utility_mismatch,U,0.0
full-construction,ECE,N->U->E->S->G,utility_mismatch,U,0.1111111111111111
full-construction,ECE,N->U->E->G->S,utility_mismatch,U,0.1111111111111111
full-construction,ECE,N->U->S->E->G,utility_mismatch,U,0.1111111111111111
full-construction,ECE,N->U->S->G->E,utility_mismatch,U,0.1111111111111111
full-construction,ECE,N->U->G->E->S,utility_mismatch,U,0.1111111111111111
full-construction,ECE,N->U->G->S->E,utility_mismatch,U,0.1111111111111111
full-construction,ECE,N->S->E->U->G,utility_mismatch,U,0.11166568531739797
full-construction,ECE,N->S->E->G->U,utility_mismatch,U,0.0
full-construction,ECE,N->S->U->E->G,utility_mismatch,U,0.0
full-construction,ECE,N->S->U->G->E,utility_mismatch,U,0.0
full-construction,ECE,N->S->G->E->U,utility_mismatch,U,0.0
full-construction,ECE,N->S->G->U->E,utility_mismatch,U,0.0
full-construction,ECE,N->G->E->U->S,utility_mismatch,U,0.0
full-construction,ECE,N->G->E->S->U,utility_mismatch,U,0.0
full-construction,ECE,N->G->U->E->S,utility_mismatch,U,0.0
full-construction,ECE,N->G->U->S->E,utility_mismatch,U,0.0
full-construction,ECE,N->G->S->E->U,utility_mismatch,U,0.0
full-construction,ECE,N->G->S->U->E,utility_mismatch,U,0.0
full-construction,ECE,E->N->U->S->G,utility_mismatch,U,0.1621086866926065
full-construction,ECE,E->N->U->G->S,utility_mismatch,U,0.1621086866926065
full-construction,ECE,E->N->S->U->G,utility_mismatch,U,0.11166568531739797
full-construction,ECE,E->N->S->G->U,utility_mismatch,U,0.0
full-construction,ECE,E->N->G->U->S,utility_mismatch,U,0.0
full-construction,ECE,E->N->G->S->U,utility_mismatch,U,0.0
full-construction,ECE,E->U->N->S->G,utility_mismatch,U,0.1621086866926065
full-construction,ECE,E->U->N->G->S,utility_mismatch,U,0.1621086866926065
full-construction,ECE,E->U->S->N->G,utility_mismatch,U,0.1621086866926065
full-construction,ECE,E->U->S->G->N,utility_mismatch,U,0.1621086866926065
full-construction,ECE,E->U->G->N->S,utility_mismatch,U,0.1621086866926065
full-construction,ECE,E->U->G->S->N,utility_mismatch,U,0.1621086866926065
full-construction,ECE,E->S->N->U->G,utility_mismatch,U,0.11166568531739797
full-construction,ECE,E->S->N->G->U,utility_mismatch,U,0.0
full-construction,ECE,E->S->U->N->G,utility_mismatch,U,0.11166568531739797
full-construction,ECE,E->S->U->G->N,utility_mismatch,U,0.11166568531739797
full-construction,ECE,E->S->G->N->U,utility_mismatch,U,0.0
full-construction,ECE,E->S->G->U->N,utility_mismatch,U,0.0
full-construction,ECE,E->G->N->U->S,utility_mismatch,U,0.0
full-construction,ECE,E->G->N->S->U,utility_mismatch,U,0.0
full-construction,ECE,E->G->U->N->S,utility_mismatch,U,0.0
full-construction,ECE,E->G->U->S->N,utility_mismatch,U,0.0
full-construction,ECE,E->G->S->N->U,utility_mismatch,U,0.0
full-construction,ECE,E->G->S->U->N,utility_mismatch,U,0.0
full-construction,ECE,U->N->E->S->G,utility_mismatch,U,0.1111111111111111
full-construction,ECE,U->N->E->G->S,utility_mismatch,U,0.1111111111111111
full-construction,ECE,U->N->S->E->G,utility_mismatch,U,0.1111111111111111
full-construction,ECE,U->N->S->G->E,utility_mismatch,U,0.1111111111111111
full-construction,ECE,U->N->G->E->S,utility_mismatch,U,0.1111111111111111
full-construction,ECE,U->N->G->S->E,utility_mismatch,U,0.1111111111111111
full-construction,ECE,U->E->N->S->G,utility_mismatch,U,0.1111111111111111
full-construction,ECE,U->E->N->G->S,utility_mismatch,U,0.1111111111111111
full-construction,ECE,U->E->S->N->G,utility_mismatch,U,0.1111111111111111
full-construction,ECE,U->E->S->G->N,utility_mismatch,U,0.1111111111111111
full-construction,ECE,U->E->G->N->S,utility_mismatch,U,0.1111111111111111
full-construction,ECE,U->E->G->S->N,utility_mismatch,U,0.1111111111111111
full-construction,ECE,U->S->N->E->G,utility_mismatch,U,0.1111111111111111
full-construction,ECE,U->S->N->G->E,utility_mismatch,U,0.1111111111111111
full-construction,ECE,U->S->E->N->G,utility_mismatch,U,0.1111111111111111
full-construction,ECE,U->S->E->G->N,utility_mismatch,U,0.1111111111111111
full-construction,ECE,U->S->G->N->E,utility_mismatch,U,0.1111111111111111
full-construction,ECE,U->S->G->E->N,utility_mismatch,U,0.1111111111111111
full-construction,ECE,U->G->N->E->S,utility_mismatch,U,0.1111111111111111
full-construction,ECE,U->G->N->S->E,utility_mismatch,U,0.1111111111111111
full-construction,ECE,U->G->E->N->S,utility_mismatch,U,0.1111111111111111
full-construction,ECE,U->G->E->S->N,utility_mismatch,U,0.1111111111111111
full-construction,ECE,U->G->S->N->E,utility_mismatch,U,0.1111111111111111
full-construction,ECE,U->G->S->E->N,utility_mismatch,U,0.1111111111111111
full-construction,ECE,S->N->E->U->G,utility_mismatch,U,0.11166568531739797
full-construction,ECE,S->N->E->G->U,utility_mismatch,U,0.0
full-construction,ECE,S->N->U->E->G,utility_mismatch,U,0.0
full-construction,ECE,S->N->U->G->E,utility_mismatch,U,0.0
full-construction,ECE,S->N->G->E->U,utility_mismatch,U,0.0
full-construction,ECE,S->N->G->U->E,utility_mismatch,U,0.0
full-construction,ECE,S->E->N->U->G,utility_mismatch,U,0.11166568531739797
full-construction,ECE,S->E->N->G->U,utility_mismatch,U,0.0
full-construction,ECE,S->E->U->N->G,utility_mismatch,U,0.11166568531739797
full-construction,ECE,S->E->U->G->N,utility_mismatch,U,0.11166568531739797
full-construction,ECE,S->E->G->N->U,utility_mismatch,U,0.0
full-construction,ECE,S->E->G->U->N,utility_mismatch,U,0.0
full-construction,ECE,S->U->N->E->G,utility_mismatch,U,0.0
full-construction,ECE,S->U->N->G->E,utility_mismatch,U,0.0
full-construction,ECE,S->U->E->N->G,utility_mismatch,U,0.0
full-construction,ECE,S->U->E->G->N,utility_mismatch,U,0.0
full-construction,ECE,S->U->G->N->E,utility_mismatch,U,0.0
full-construction,ECE,S->U->G->E->N,utility_mismatch,U,0.0
full-construction,ECE,S->G->N->E->U,utility_mismatch,U,0.0
full-construction,ECE,S->G->N->U->E,utility_mismatch,U,0.0
full-construction,ECE,S->G->E->N->U,utility_mismatch,U,0.0
full-construction,ECE,S->G->E->U->N,utility_mismatch,U,0.0
full-construction,ECE,S->G->U->N->E,utility_mismatch,U,0.0
full-construction,ECE,S->G->U->E->N,utility_mismatch,U,0.0
full-construction,ECE,G->N->E->U->S,utility_mismatch,U,0.0
full-construction,ECE,G->N->E->S->U,utility_mismatch,U,0.0
full-construction,ECE,G->N->U->E->S,utility_mismatch,U,0.0
full-construction,ECE,G->N->U->S->E,utility_mismatch,U,0.0
full-construction,ECE,G->N->S->E->U,utility_mismatch,U,0.0
full-construction,ECE,G->N->S->U->E,utility_mismatch,U,0.0
full-construction,ECE,G->E->N->U->S,utility_mismatch,U,0.0
full-construction,ECE,G->E->N->S->U,utility_mismatch,U,0.0
full-construction,ECE,G->E->U->N->S,utility_mismatch,U,0.0
full-construction,ECE,G->E->U->S->N,utility_mismatch,U,0.0
full-construction,ECE,G->E->S->N->U,utility_mismatch,U,0.0
full-construction,ECE,G->E->S->U->N,utility_mismatch,U,0.0
full-construction,ECE,G->U->N->E->S,utility_mismatch,U,0.0
full-construction,ECE,G->U->N->S->E,utility_mismatch,U,0.0
full-construction,ECE,G->U->E->N->S,utility_mismatch,U,0.0
full-construction,ECE,G->U->E->S->N,utility_mismatch,U,0.0
full-construction,ECE,G->U->S->N->E,utility_mismatch,U,0.0
full-construction,ECE,G->U->S->E->N,utility_mismatch,U,0.0
full-construction,ECE,G->S->N->E->U,utility_mismatch,U,0.0
full-construction,ECE,G->S->N->U->E,utility_mismatch,U,0.0
full-construction,ECE,G->S->E->N->U,utility_mismatch,U,0.0
full-construction,ECE,G->S->E->U->N,utility_mismatch,U,0.0
full-construction,ECE,G->S->U->N->E,utility_mismatch,U,0.0
full-construction,ECE,G->S->U->E->N,utility_mismatch,U,0.0
full-construction,NLL,N->E->U->S->G,extreme_order_geometry,E,0.7502348676517895
full-construction,NLL,N->E->U->G->S,extreme_order_geometry,E,0.7502348676517895
full-construction,NLL,N->E->S->U->G,extreme_order_geometry,E,0.7502348676517895
full-construction,NLL,N->E->S->G->U,extreme_order_geometry,E,0.7502348676517895
full-construction,NLL,N->E->G->U->S,extreme_order_geometry,E,0.7502348676517895
full-construction,NLL,N->E->G->S->U,extreme_order_geometry,E,0.7502348676517895
full-construction,NLL,N->U->E->S->G,extreme_order_geometry,E,0.32620298606525855
full-construction,NLL,N->U->E->G->S,extreme_order_geometry,E,0.32620298606525855
full-construction,NLL,N->U->S->E->G,extreme_order_geometry,E,0.42809265179239986
full-construction,NLL,N->U->S->G->E,extreme_order_geometry,E,0.0
full-construction,NLL,N->U->G->E->S,extreme_order_geometry,E,0.0
full-construction,NLL,N->U->G->S->E,extreme_order_geometry,E,0.0
full-construction,NLL,N->S->E->U->G,extreme_order_geometry,E,0.6038932014540774
full-construction,NLL,N->S->E->G->U,extreme_order_geometry,E,0.6038932014540774
full-construction,NLL,N->S->U->E->G,extreme_order_geometry,E,0.42809265179239986
full-construction,NLL,N->S->U->G->E,extreme_order_geometry,E,0.0
full-construction,NLL,N->S->G->E->U,extreme_order_geometry,E,0.0
full-construction,NLL,N->S->G->U->E,extreme_order_geometry,E,0.0
full-construction,NLL,N->G->E->U->S,extreme_order_geometry,E,0.0
full-construction,NLL,N->G->E->S->U,extreme_order_geometry,E,0.0
full-construction,NLL,N->G->U->E->S,extreme_order_geometry,E,0.0
full-construction,NLL,N->G->U->S->E,extreme_order_geometry,E,0.0
full-construction,NLL,N->G->S->E->U,extreme_order_geometry,E,0.0
full-construction,NLL,N->G->S->U->E,extreme_order_geometry,E,0.0
full-construction,NLL,E->N->U->S->G,extreme_order_geometry,E,0.7502348676517895
full-construction,NLL,E->N->U->G->S,extreme_order_geometry,E,0.7502348676517895
full-construction,NLL,E->N->S->U->G,extreme_order_geometry,E,0.7502348676517895
full-construction,NLL,E->N->S->G->U,extreme_order_geometry,E,0.7502348676517895
full-construction,NLL,E->N->G->U->S,extreme_order_geometry,E,0.7502348676517895
full-construction,NLL,E->N->G->S->U,extreme_order_geometry,E,0.7502348676517895
full-construction,NLL,E->U->N->S->G,extreme_order_geometry,E,0.7502348676517895
full-construction,NLL,E->U->N->G->S,extreme_order_geometry,E,0.7502348676517895
full-construction,NLL,E->U->S->N->G,extreme_order_geometry,E,0.7502348676517895
full-construction,NLL,E->U->S->G->N,extreme_order_geometry,E,0.7502348676517895
full-construction,NLL,E->U->G->N->S,extreme_order_geometry,E,0.7502348676517895
full-construction,NLL,E->U->G->S->N,extreme_order_geometry,E,0.7502348676517895
full-construction,NLL,E->S->N->U->G,extreme_order_geometry,E,0.7502348676517895
full-construction,NLL,E->S->N->G->U,extreme_order_geometry,E,0.7502348676517895
full-construction,NLL,E->S->U->N->G,extreme_order_geometry,E,0.7502348676517895
full-construction,NLL,E->S->U->G->N,extreme_order_geometry,E,0.7502348676517895
full-construction,NLL,E->S->G->N->U,extreme_order_geometry,E,0.7502348676517895
full-construction,NLL,E->S->G->U->N,extreme_order_geometry,E,0.7502348676517895
full-construction,NLL,E->G->N->U->S,extreme_order_geometry,E,0.7502348676517895
full-construction,NLL,E->G->N->S->U,extreme_order_geometry,E,0.7502348676517895
full-construction,NLL,E->G->U->N->S,extreme_order_geometry,E,0.7502348676517895
full-construction,NLL,E->G->U->S->N,extreme_order_geometry,E,0.7502348676517895
full-construction,NLL,E->G->S->N->U,extreme_order_geometry,E,0.7502348676517895
full-construction,NLL,E->G->S->U->N,extreme_order_geometry,E,0.7502348676517895
full-construction,NLL,U->N->E->S->G,extreme_order_geometry,E,0.32620298606525855
full-construction,NLL,U->N->E->G->S,extreme_order_geometry,E,0.32620298606525855
full-construction,NLL,U->N->S->E->G,extreme_order_geometry,E,0.42809265179239986
full-construction,NLL,U->N->S->G->E,extreme_order_geometry,E,0.0
full-construction,NLL,U->N->G->E->S,extreme_order_geometry,E,0.0
full-construction,NLL,U->N->G->S->E,extreme_order_geometry,E,0.0
full-construction,NLL,U->E->N->S->G,extreme_order_geometry,E,0.32620298606525855
full-construction,NLL,U->E->N->G->S,extreme_order_geometry,E,0.32620298606525855
full-construction,NLL,U->E->S->N->G,extreme_order_geometry,E,0.32620298606525855
full-construction,NLL,U->E->S->G->N,extreme_order_geometry,E,0.32620298606525855
full-construction,NLL,U->E->G->N->S,extreme_order_geometry,E,0.32620298606525855
full-construction,NLL,U->E->G->S->N,extreme_order_geometry,E,0.32620298606525855
full-construction,NLL,U->S->N->E->G,extreme_order_geometry,E,0.42809265179239986
full-construction,NLL,U->S->N->G->E,extreme_order_geometry,E,0.0
full-construction,NLL,U->S->E->N->G,extreme_order_geometry,E,0.42809265179239986
full-construction,NLL,U->S->E->G->N,extreme_order_geometry,E,0.42809265179239986
full-construction,NLL,U->S->G->N->E,extreme_order_geometry,E,0.0
full-construction,NLL,U->S->G->E->N,extreme_order_geometry,E,0.0
full-construction,NLL,U->G->N->E->S,extreme_order_geometry,E,0.0
full-construction,NLL,U->G->N->S->E,extreme_order_geometry,E,0.0
full-construction,NLL,U->G->E->N->S,extreme_order_geometry,E,0.0
full-construction,NLL,U->G->E->S->N,extreme_order_geometry,E,0.0
full-construction,NLL,U->G->S->N->E,extreme_order_geometry,E,0.0
full-construction,NLL,U->G->S->E->N,extreme_order_geometry,E,0.0
full-construction,NLL,S->N->E->U->G,extreme_order_geometry,E,0.6038932014540774
full-construction,NLL,S->N->E->G->U,extreme_order_geometry,E,0.6038932014540774
full-construction,NLL,S->N->U->E->G,extreme_order_geometry,E,0.42809265179239986
full-construction,NLL,S->N->U->G->E,extreme_order_geometry,E,0.0
full-construction,NLL,S->N->G->E->U,extreme_order_geometry,E,0.0
full-construction,NLL,S->N->G->U->E,extreme_order_geometry,E,0.0
full-construction,NLL,S->E->N->U->G,extreme_order_geometry,E,0.6038932014540774
full-construction,NLL,S->E->N->G->U,extreme_order_geometry,E,0.6038932014540774
full-construction,NLL,S->E->U->N->G,extreme_order_geometry,E,0.6038932014540774
full-construction,NLL,S->E->U->G->N,extreme_order_geometry,E,0.6038932014540774
full-construction,NLL,S->E->G->N->U,extreme_order_geometry,E,0.6038932014540774
